 0.000000000000000E+00  0.100000000000000E+01  0.100000000000000E-01  0.100000000000000E+01  0.541589165216867E-04  0.000000000000000E+00  0.000000000000000E+00
 0.103483178634977E+00  0.987368402221144E+00  0.101279319628868E-01  0.987368402221144E+00  0.541589165216867E-04 -0.246817015595275E+00  0.000000000000000E+00
 0.205832573909582E+00  0.950284869673391E+00  0.105231602850174E-01  0.950284869673391E+00  0.541589165216867E-04 -0.504796326284918E+00  0.000000000000000E+00
 0.305926824431198E+00  0.891097878427794E+00  0.112221117815290E-01  0.891097878427794E+00  0.541589165216867E-04 -0.786647268200241E+00  0.000000000000000E+00
 0.402669276645042E+00  0.813451560666558E+00  0.122932949957165E-01  0.813451560666558E+00  0.541589165216867E-04 -0.110857372557805E+01  0.000000000000000E+00
 0.495000000000000E+00  0.721927676721531E+00  0.138518030579084E-01  0.721927676721531E+00  0.541589165216867E-04 -0.149319296894219E+01  0.000000000000000E+00
 0.581907399769548E+00  0.621627405199597E+00  0.160868068498188E-01  0.621627405199597E+00  0.541589165216867E-04 -0.197444799261343E+01  0.000000000000000E+00
 0.662439300295269E+00  0.517753733846837E+00  0.193142016102934E-01  0.517753733846837E+00  0.541589165216867E-04 -0.260659208681374E+01  0.000000000000000E+00
 0.735713377222620E+00  0.415247859038565E+00  0.240820025494009E-01  0.415247859038565E+00  0.541589165216867E-04 -0.348186502467555E+01  0.000000000000000E+00
 0.800926824431198E+00  0.318516732035240E+00  0.313955249261242E-01  0.318516732035240E+00  0.541589165216867E-04 -0.476801580736548E+01  0.000000000000000E+00
 0.857365149746594E+00  0.231268345882047E+00  0.432398128756466E-01  0.231268345882047E+00  0.541589165216867E-04 -0.679515471169616E+01  0.000000000000000E+00
 0.904410003066175E+00  0.156451317765669E+00  0.639176463503995E-01  0.156451317765669E+00  0.541589165216867E-04 -0.102780109861511E+02  0.000000000000000E+00
 0.941545951132202E+00  0.962794889858870E-01  0.103864282053531E+00  0.962794889858870E-01  0.541589165216867E-04 -0.169494305212099E+02  0.000000000000000E+00
