 0.274505083637191E+00  0.000000000000000E+00
 0.491176664027187E+00 -0.350050572852753E-12
 0.228466704267442E+00  0.330207760681371E-11
-0.186097110342143E+00 -0.217139964075179E-11
-0.169084117742953E+00 -0.532553104420720E-11
 0.263103178726639E+00  0.122903417271240E-10
-0.163862758254225E+00 -0.126341333078099E-10
 0.668774402321100E-01  0.823494338966496E-11
-0.203010650500596E-01 -0.372766791418072E-11
 0.484683911086306E-02  0.113730255507885E-11
-0.930089085190961E-03 -0.125886850311851E-12
 0.142471330952024E-03 -0.138070217374121E-12
-0.163438636656080E-04  0.162586407509094E-12
 0.998725068159477E-06 -0.142398374800440E-12
 0.125704291962115E-06  0.125180021325216E-12
-0.526227514152742E-07 -0.573239530830296E-13
 0.257873971878204E+00 -0.939754338662276E-12
 0.461753852071352E+00 -0.196112883236654E-11
 0.216746969797679E+00 -0.642427342107191E-12
-0.171363018632036E+00 -0.229731921238574E-11
-0.160350175337574E+00 -0.815276632437550E-12
 0.243479053734324E+00  0.981315886189789E-11
-0.148690829406125E+00 -0.130584844159980E-10
 0.592295988861772E-01  0.922280030420827E-11
-0.173931800276556E-01 -0.415647594319397E-11
 0.395690864119369E-02  0.110114862534553E-11
-0.702570227350083E-03  0.756903114761981E-13
 0.927106123566855E-04 -0.355072548286938E-12
-0.687970043474276E-05  0.357809690240506E-12
-0.585129241891490E-06 -0.325048596191172E-12
 0.365005530824497E-06  0.308639864450879E-12
-0.838501196431980E-07 -0.146810588079715E-12
 0.136050403866617E-13 -0.156010861942693E-03
-0.117095625664642E-13 -0.446848278539235E-03
 0.746479715564785E-14 -0.169784042579228E-03
-0.887419469398830E-15  0.121045773141122E-03
-0.475889552977914E-14  0.868228217370526E-04
 0.588337822824805E-14 -0.104601797397161E-03
-0.418757794479693E-14  0.545638924943047E-04
 0.213781127925996E-14 -0.193811273307801E-04
-0.818085074138670E-15  0.518815050722706E-05
 0.232557838543754E-15 -0.116146632894022E-05
-0.366503845583020E-16  0.187099385651658E-06
-0.811211289120952E-17 -0.425096022404980E-07
 0.136854347760578E-16 -0.535116163199315E-08
-0.106025291933681E-16 -0.731829425124670E-08
 0.843777165209407E-17 -0.580179782865635E-08
-0.321860752783243E-17 -0.252116264420493E-08
-0.132943941245848E-12 -0.110105138166408E-04
 0.215189418123076E-14  0.122240076572847E-04
-0.191076910458035E-15 -0.920028401742207E-06
 0.327928611129883E-17 -0.113201545826881E-05
 0.436938308335760E-16 -0.220564383289312E-06
-0.303634027434187E-16  0.384968732271625E-06
 0.809862294825382E-17 -0.180943107015288E-06
 0.198489460355032E-17  0.563668921593052E-07
-0.373498173655210E-17 -0.135417686231364E-07
 0.230188785567612E-17  0.265992003107238E-08
-0.522144750768877E-18 -0.441161117080853E-09
-0.183396303041979E-18  0.614446652664189E-10
 0.207339446562909E-18 -0.760422091200968E-11
-0.216290378738911E-18  0.558715129160954E-12
 0.259819553984518E-18 -0.115330826722226E-12
-0.129446431069654E-18 -0.939361758608152E-13
