 0.100000000000000E+01  0.200000000000000E+00
 0.200000000000000E+01  0.400000000000000E+00
 0.300000000000000E+01  0.600000000000000E+00
 0.400000000000000E+01  0.800000000000000E+00
 0.500000000000000E+01  0.100000000000000E+01
 0.600000000000000E+01  0.120000000000000E+01
 0.700000000000000E+01  0.140000000000000E+01
 0.800000000000000E+01  0.160000000000000E+01
 0.900000000000000E+01  0.180000000000000E+01
 0.100000000000000E+02  0.200000000000000E+01
 0.110000000000000E+02  0.220000000000000E+01
 0.120000000000000E+02  0.240000000000000E+01
 0.130000000000000E+02  0.260000000000000E+01
 0.140000000000000E+02  0.280000000000000E+01
 0.150000000000000E+02  0.300000000000000E+01
 0.160000000000000E+02  0.320000000000000E+01
 0.170000000000000E+02  0.340000000000000E+01
 0.180000000000000E+02  0.360000000000000E+01
 0.190000000000000E+02  0.380000000000000E+01
 0.200000000000000E+02  0.400000000000000E+01
 0.210000000000000E+02  0.420000000000000E+01
 0.220000000000000E+02  0.440000000000000E+01
 0.230000000000000E+02  0.460000000000000E+01
 0.240000000000000E+02  0.480000000000000E+01
 0.250000000000000E+02  0.500000000000000E+01
 0.260000000000000E+02  0.520000000000000E+01
 0.270000000000000E+02  0.540000000000000E+01
 0.280000000000000E+02  0.560000000000000E+01
 0.290000000000000E+02  0.580000000000000E+01
 0.300000000000000E+02  0.600000000000000E+01
 0.310000000000000E+02  0.620000000000000E+01
 0.320000000000000E+02  0.640000000000000E+01
 0.330000000000000E+02  0.660000000000000E+01
 0.340000000000000E+02  0.680000000000000E+01
 0.350000000000000E+02  0.700000000000000E+01
 0.360000000000000E+02  0.720000000000000E+01
 0.370000000000000E+02  0.740000000000000E+01
 0.380000000000000E+02  0.760000000000000E+01
 0.390000000000000E+02  0.780000000000000E+01
 0.400000000000000E+02  0.800000000000000E+01
 0.410000000000000E+02  0.820000000000000E+01
 0.420000000000000E+02  0.840000000000000E+01
 0.430000000000000E+02  0.860000000000000E+01
 0.440000000000000E+02  0.880000000000000E+01
 0.450000000000000E+02  0.900000000000000E+01
 0.460000000000000E+02  0.920000000000000E+01
 0.470000000000000E+02  0.940000000000000E+01
 0.480000000000000E+02  0.960000000000000E+01
 0.490000000000000E+02  0.980000000000000E+01
 0.500000000000000E+02  0.100000000000000E+02
 0.510000000000000E+02  0.102000000000000E+02
