 0.420000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.440949181322063E-11 -0.744056766188139E+00  0.619991230964806E-16
 0.440000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.692509304677291E-12 -0.744047156816619E+00  0.971598577912499E-17
 0.460000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.120878964639197E-11 -0.744038236162524E+00  0.154261763609468E-16
 0.480000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.618193158454969E-12 -0.744029932993010E+00  0.212856621008776E-16
 0.500000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.119452991745325E-11 -0.744022185529962E+00  0.155187633544343E-16
 0.520000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.351041832454045E-13 -0.744014939948160E+00  0.709452788940499E-18
 0.540000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.695133996007240E-12 -0.744008149133712E+00  0.112445966153564E-16
 0.560000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.104521708426429E-11 -0.744001771672516E+00  0.164068097356435E-16
 0.580000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.342905088670323E-12 -0.743995771017165E+00  0.771813032334099E-17
 0.600000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.358132259156418E-11 -0.743990114801509E+00  0.521171313658122E-16
 0.620000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.478172505617070E-11 -0.743984774246213E+00  0.696639911738499E-16
 0.640000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.354369874467365E-12 -0.743979723687543E+00  0.709792422274022E-17
 0.660000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.118721178371236E-11 -0.743974940171723E+00  0.166467015240765E-16
 0.680000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.159014597109756E-11 -0.743970403093736E+00  0.220435484539008E-16
 0.700000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.153714850645927E-11 -0.743966093915873E+00  0.236496868786052E-16
 0.720000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.136752640343683E-12 -0.743961995907024E+00  0.124791241747769E-16
 0.740000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.104455015345560E-11 -0.743958093934844E+00  0.168854390610861E-16
 0.760000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.185416170516036E-11 -0.743954374281517E+00  0.301280749452522E-16
 0.780000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.641056380204305E-11 -0.743950824472405E+00  0.940617291206282E-16
 0.800000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.271605066527021E-11 -0.743947433142108E+00  0.412879396720665E-16
 0.820000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.500470594119842E-12 -0.743944189922868E+00  0.715517347495969E-17
 0.840000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.250963380836849E-11 -0.743941085329347E+00  0.367416009279534E-16
 0.860000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.219444400980296E-12 -0.743938110667922E+00  0.367617882603833E-17
 0.880000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.127295354168612E-11 -0.743935257954043E+00  0.189241760486742E-16
 0.900000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.230589391167310E-11 -0.743932519845211E+00  0.328280667128736E-16
 0.920000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.978377641166447E-12 -0.743929889576906E+00  0.193540141224512E-16
 0.940000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.299741872636101E-12 -0.743927360904688E+00  0.556000533958609E-17
 0.960000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.182901881059270E-11 -0.743924928059657E+00  0.244378221079288E-16
 0.980000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.397520630671055E-11 -0.743922585699434E+00  0.568393877440557E-16
 0.100000000000000E+02  0.100000000000000E+03  0.500000000000000E-01  0.365914085601970E-11 -0.743920328869783E+00  0.562048627035729E-16
 0.102000000000000E+02  0.100000000000000E+03  0.500000000000000E-01  0.579067903007768E-11 -0.743918152974572E+00  0.915185660611888E-16
