 0.000000000000000E+00  0.100000000000000E+01  0.100000000000000E-01  0.100000000000000E+01  0.100000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.101298337677425E+00  0.969811586708553E+00  0.103112812190036E-01  0.100000000000000E+01  0.100000000000000E+00 -0.602653355280758E+00  0.000000000000000E+00
 0.202336643974864E+00  0.886221136793135E+00  0.112838653749400E-01  0.100000000000000E+01  0.100000000000000E+00 -0.117446420591999E+01  0.000000000000000E+00
 0.302855555009154E+00  0.766949598832751E+00  0.130386664459038E-01  0.100000000000000E+01  0.100000000000000E+00 -0.169150004297520E+01  0.000000000000000E+00
 0.402597040177320E+00  0.633180398998842E+00  0.157932873724638E-01  0.100000000000000E+01  0.100000000000000E+00 -0.214060641497971E+01  0.000000000000000E+00
 0.501305064517441E+00  0.502824497758154E+00  0.198876547276138E-01  0.100000000000000E+01  0.100000000000000E+00 -0.251928227556685E+01  0.000000000000000E+00
 0.598726245946716E+00  0.387253786333289E+00  0.258228592021913E-01  0.100000000000000E+01  0.100000000000000E+00 -0.283280994441053E+01  0.000000000000000E+00
 0.694610505689640E+00  0.291409959313605E+00  0.343159170796848E-01  0.100000000000000E+01  0.100000000000000E+00 -0.309062272423239E+01  0.000000000000000E+00
 0.788711710226637E+00  0.215640584866667E+00  0.463734598298512E-01  0.100000000000000E+01  0.100000000000000E+00 -0.330331327361859E+01  0.000000000000000E+00
 0.880788303115269E+00  0.157761002660117E+00  0.633870210722746E-01  0.100000000000000E+01  0.100000000000000E+00 -0.348076687505585E+01  0.000000000000000E+00
 0.970603925062162E+00  0.114611628040385E+00  0.872511818475899E-01  0.100000000000000E+01  0.100000000000000E+00 -0.363129394935903E+01  0.000000000000000E+00
 0.105792802065392E+01  0.829856448067058E-01  0.120502769163179E+00  0.100000000000000E+01  0.100000000000000E+00 -0.376142510659090E+01  0.000000000000000E+00
 0.114253643018958E+01  0.600694739879996E-01  0.166473906563553E+00  0.100000000000000E+01  0.100000000000000E+00 -0.387605627329346E+01  0.000000000000000E+00
 0.122421196509532E+01  0.435837348449866E-01  0.229443392943877E+00  0.100000000000000E+01  0.100000000000000E+00 -0.397873160140717E+01  0.000000000000000E+00
 0.130274496544444E+01  0.317702963181993E-01  0.314759418667165E+00  0.100000000000000E+01  0.100000000000000E+00 -0.407194597758163E+01  0.000000000000000E+00
 0.137793383815137E+01  0.233158588360523E-01  0.428892629275034E+00  0.100000000000000E+01  0.100000000000000E+00 -0.415741319067944E+01  0.000000000000000E+00
 0.144958557445824E+01  0.172603056764276E-01  0.579364015184100E+00  0.100000000000000E+01  0.100000000000000E+00 -0.423628241622191E+01  0.000000000000000E+00
 0.151751624538558E+01  0.129118739610196E-01  0.774480918121534E+00  0.100000000000000E+01  0.100000000000000E+00 -0.430930355372655E+01  0.000000000000000E+00
 0.158155147387540E+01  0.977696309811574E-02  0.102281249296392E+01  0.100000000000000E+01  0.100000000000000E+00 -0.437694906283625E+01  0.000000000000000E+00
 0.164152688241455E+01  0.750553237037528E-02  0.133235052578955E+01  0.100000000000000E+01  0.100000000000000E+00 -0.443950159795760E+01  0.000000000000000E+00
 0.169728851498950E+01  0.585021294740340E-02  0.170933948728114E+01  0.100000000000000E+01  0.100000000000000E+00 -0.449711599859247E+01  0.000000000000000E+00
 0.174869323228916E+01  0.463644559378748E-02  0.215682461871208E+01  0.100000000000000E+01  0.100000000000000E+00 -0.454986263839952E+01  0.000000000000000E+00
 0.179560907914148E+01  0.374103773912800E-02  0.267305509789669E+01  0.100000000000000E+01  0.100000000000000E+00 -0.459775750708812E+01  0.000000000000000E+00
 0.183791562324046E+01  0.307694489619495E-02  0.324997695355751E+01  0.100000000000000E+01  0.100000000000000E+00 -0.464078298708534E+01  0.000000000000000E+00
 0.187550426429416E+01  0.258255636351075E-02  0.387213233418298E+01  0.100000000000000E+01  0.100000000000000E+00 -0.467890216829062E+01  0.000000000000000E+00
 0.190827851280010E+01  0.221419426781298E-02  0.451631554889593E+01  0.100000000000000E+01  0.100000000000000E+00 -0.471206870324126E+01  0.000000000000000E+00
 0.193615423773241E+01  0.194088411324722E-02  0.515229112946334E+01  0.100000000000000E+01  0.100000000000000E+00 -0.474023359354267E+01  0.000000000000000E+00
 0.195905988250499E+01  0.174072327234820E-02  0.574473849971006E+01  0.100000000000000E+01  0.100000000000000E+00 -0.476334986369863E+01  0.000000000000000E+00
 0.197693664865622E+01  0.159837304905275E-02  0.625636174604317E+01  0.100000000000000E+01  0.100000000000000E+00 -0.478137577401525E+01  0.000000000000000E+00
 0.198973864678379E+01  0.150334483644375E-02  0.665183380258623E+01  0.100000000000000E+01  0.100000000000000E+00 -0.479427701290740E+01  0.000000000000000E+00
 0.199743301434211E+01  0.144885525540464E-02  0.690200070897154E+01  0.100000000000000E+01  0.100000000000000E+00 -0.480202816258015E+01  0.000000000000000E+00
 0.200000000000000E+01  0.143110047278400E-02  0.698762958309032E+01  0.100000000000000E+01  0.100000000000000E+00 -0.480461363002674E+01  0.000000000000000E+00
 0.000000000000000E+00  0.100000000000000E+01  0.100000000000000E-01  0.100000000000000E+01  0.100000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
 0.101298337677425E+00  0.978074034790398E+00  0.102241749032250E-01  0.100000000000000E+01  0.100000000000000E+00 -0.436477862706330E+00  0.000000000000000E+00
 0.202336643974864E+00  0.916020283651198E+00  0.109167888293266E-01  0.100000000000000E+01  0.100000000000000E+00 -0.857495374516234E+00  0.000000000000000E+00
 0.302855555009154E+00  0.823735153413593E+00  0.121398242609406E-01  0.100000000000000E+01  0.100000000000000E+00 -0.125016455326426E+01  0.000000000000000E+00
 0.402597040177320E+00  0.714163912042171E+00  0.140023877311369E-01  0.100000000000000E+01  0.100000000000000E+00 -0.160588276917227E+01  0.000000000000000E+00
 0.501305064517441E+00  0.599890810742933E+00  0.166697002536437E-01  0.100000000000000E+01  0.100000000000000E+00 -0.192078365254668E+01  0.000000000000000E+00
 0.598726245946716E+00  0.490768649093991E+00  0.203761996991067E-01  0.100000000000000E+01  0.100000000000000E+00 -0.219509465932131E+01  0.000000000000000E+00
 0.694610505689640E+00  0.393033503785523E+00  0.254431235599115E-01  0.100000000000000E+01  0.100000000000000E+00 -0.243190545598797E+01  0.000000000000000E+00
 0.788711710226637E+00  0.309589813432897E+00  0.323008043743903E-01  0.100000000000000E+01  0.100000000000000E+00 -0.263585823925083E+01  0.000000000000000E+00
 0.880788303115269E+00  0.240873649054307E+00  0.415155416097235E-01  0.100000000000000E+01  0.100000000000000E+00 -0.281208247765777E+01  0.000000000000000E+00
 0.970603925062162E+00  0.185803792956331E+00  0.538202145440070E-01  0.100000000000000E+01  0.100000000000000E+00 -0.296548525386108E+01  0.000000000000000E+00
 0.105792802065392E+01  0.142558451140100E+00  0.701466655959418E-01  0.100000000000000E+01  0.100000000000000E+00 -0.310036826075093E+01  0.000000000000000E+00
 0.114253643018958E+01  0.109103332396893E+00  0.916562288273865E-01  0.100000000000000E+01  0.100000000000000E+00 -0.322028427343311E+01  0.000000000000000E+00
 0.122421196509532E+01  0.834985282673252E-01  0.119762589922357E+00  0.100000000000000E+01  0.100000000000000E+00 -0.332804182022916E+01  0.000000000000000E+00
 0.130274496544444E+01  0.640456752791916E-01  0.156138567614557E+00  0.100000000000000E+01  0.100000000000000E+00 -0.342578648575771E+01  0.000000000000000E+00
 0.137793383815137E+01  0.493350250513678E-01  0.202695751944749E+00  0.100000000000000E+01  0.100000000000000E+00 -0.351511144993183E+01  0.000000000000000E+00
 0.144958557445824E+01  0.382374272704189E-01  0.261523871082618E+00  0.100000000000000E+01  0.100000000000000E+00 -0.359716991925242E+01  0.000000000000000E+00
 0.151751624538558E+01  0.298706962001767E-01  0.334776261423089E+00  0.100000000000000E+01  0.100000000000000E+00 -0.367277597611194E+01  0.000000000000000E+00
 0.158155147387540E+01  0.235576749022829E-01  0.424490109549433E+00  0.100000000000000E+01  0.100000000000000E+00 -0.374248884133338E+01  0.000000000000000E+00
 0.164152688241455E+01  0.187851122130181E-01  0.532336452750598E+00  0.100000000000000E+01  0.100000000000000E+00 -0.380668015968074E+01  0.000000000000000E+00
 0.169728851498950E+01  0.151674621278820E-01  0.659306080060504E+00  0.100000000000000E+01  0.100000000000000E+00 -0.386558609303084E+01  0.000000000000000E+00
 0.174869323228916E+01  0.124169109443607E-01  0.805353283502582E+00  0.100000000000000E+01  0.100000000000000E+00 -0.391934677716381E+01  0.000000000000000E+00
 0.179560907914148E+01  0.103195115908808E-01  0.969038109210208E+00  0.100000000000000E+01  0.100000000000000E+00 -0.396803573771136E+01  0.000000000000000E+00
 0.183791562324046E+01  0.871668063923209E-02  0.114722569449108E+01  0.100000000000000E+01  0.100000000000000E+00 -0.401168156896128E+01  0.000000000000000E+00
 0.187550426429416E+01  0.749112407607687E-02  0.133491314500254E+01  0.100000000000000E+01  0.100000000000000E+00 -0.405028377661292E+01  0.000000000000000E+00
