 0.235978641628250E+00  0.000000000000000E+00
 0.473549664317371E+00  0.365215422885805E-11
 0.343761825474437E+00  0.944295217328190E-11
-0.338662625042444E-01  0.919946247852884E-11
-0.257523016659539E+00 -0.551852421096984E-11
 0.564772596588662E-01 -0.128683702730586E-10
 0.153296128821341E+00  0.137847586600878E-10
-0.178510816079086E+00 -0.300018544744121E-13
 0.110031259418560E+00 -0.117142255615521E-10
-0.449142181170817E-01  0.147705873730903E-10
 0.107784403795986E-01 -0.119265451121019E-10
 0.871050610654189E-03  0.759830350488836E-11
-0.271547533224704E-02 -0.414226343946210E-11
 0.189391778302698E-02  0.202971951126534E-11
-0.959039385443096E-03 -0.925884219327087E-12
 0.408602736598082E-03  0.389759815903253E-12
-0.154612179103852E-03 -0.144978243080339E-12
 0.534039568099456E-04  0.565323373394911E-13
-0.171167578253610E-04 -0.358184800564304E-13
 0.514564111530583E-05  0.294201357252716E-13
-0.146088486412007E-05 -0.231015155594861E-13
 0.392727446171082E-06  0.162748962768167E-13
-0.992829874819624E-07 -0.106934844102369E-13
 0.226544938257777E-07  0.732444498237285E-14
-0.369953800160950E-08 -0.446726512845060E-14
-0.634073760188245E-09  0.238830510062183E-14
 0.144401177323178E-08 -0.103404956813098E-14
-0.146248536688633E-08 -0.334483603069909E-14
 0.133006851899102E-08  0.113343488081230E-13
-0.118721168962166E-08 -0.175895264613817E-13
 0.106015292503651E-08  0.186061676574569E-13
-0.950827445640975E-09 -0.173635050035842E-13
 0.856817988723881E-09  0.166253369310455E-13
-0.775638756765086E-09 -0.138761710179918E-13
 0.705223204052428E-09  0.768625955409285E-14
-0.643908565929512E-09 -0.949962036595275E-15
 0.590268816033884E-09 -0.352022591168169E-14
-0.543080238858810E-09  0.560771405745723E-14
 0.501276126631552E-09 -0.591047399992154E-14
-0.463965780919566E-09  0.430329316690436E-14
 0.430489936079044E-09 -0.152382574092265E-14
-0.400347526825421E-09 -0.658587843426757E-15
 0.373209571462137E-09  0.138577711604767E-14
-0.348869261776829E-09 -0.132007491789611E-14
 0.326898839523247E-09  0.139590119310250E-14
-0.306875497635788E-09 -0.163300565124599E-14
 0.288525306658876E-09  0.155157026701972E-14
-0.271611549816546E-09 -0.129798603667980E-14
 0.255968346123618E-09  0.106261400323988E-14
-0.241520119954333E-09 -0.848509237862775E-15
 0.228250714136152E-09  0.814368535181364E-15
-0.216153185054933E-09 -0.672943996347106E-15
 0.205098238777296E-09  0.335460263767343E-15
-0.194883880711647E-09 -0.145063032182998E-15
 0.185427333873189E-09  0.439477817050738E-16
-0.176712089240787E-09 -0.261266403080763E-16
 0.168639289886406E-09  0.345956065476536E-15
-0.161064806856253E-09 -0.721485640453229E-15
 0.153882978878507E-09  0.697549632675160E-15
-0.147059304826191E-09 -0.395494005898149E-15
 0.140654153833872E-09 -0.396995158990020E-16
-0.134710835053573E-09  0.384920000670618E-15
 0.129177480614171E-09 -0.429344655368815E-15
-0.123963828243870E-09  0.556650276869901E-15
 0.119037139178542E-09 -0.735482967434302E-15
-0.114399997891363E-09  0.624147182906469E-15
 0.109981197535491E-09 -0.350547479914105E-15
-0.105775532323069E-09  0.379381362574714E-16
 0.101809652748231E-09  0.166504868318297E-15
-0.980621743076464E-10 -0.216025141315088E-15
 0.945460295283587E-10  0.223537836928777E-15
-0.912388015898616E-10 -0.194820819126567E-15
 0.880803056413896E-10  0.137860806522034E-15
-0.850612501244552E-10 -0.409904770926190E-16
 0.822590442568629E-10 -0.610499398773847E-16
-0.796908950123098E-10  0.127167231878775E-15
 0.772532715549471E-10 -0.959535138898846E-16
-0.748899505193928E-10 -0.102748704766687E-15
 0.726229659497278E-10  0.334830230681948E-15
-0.704699242475647E-10 -0.463697983556995E-15
 0.684270077005964E-10  0.496825946379942E-15
-0.664858677080532E-10 -0.507982920811946E-15
 0.646770693096758E-10  0.449286306962391E-15
-0.629941110675063E-10 -0.247830558918782E-15
 0.613486008353647E-10  0.117410963228937E-15
-0.597223388033347E-10 -0.119408099381930E-15
 0.581831249936990E-10  0.684826799942841E-16
-0.567386625507704E-10  0.389683260711163E-16
 0.553615404993093E-10 -0.176911733355102E-15
-0.540511841244335E-10  0.270633443858247E-15
 0.527998710510423E-10 -0.230609155132774E-15
-0.515799886996354E-10  0.242113224999067E-15
 0.503983414181244E-10 -0.371626157613462E-15
-0.492954962111381E-10  0.381940596638503E-15
 0.482636766327941E-10 -0.262830375701183E-15
-0.472613809759255E-10  0.190745191777642E-15
 0.463017340212449E-10 -0.125638332684201E-15
-0.453913571311931E-10  0.373664228633678E-16
 0.444742825821944E-10 -0.448631220411263E-16
-0.435280231696387E-10  0.134327702218728E-15
 0.425832002660133E-10 -0.204444119102297E-15
-0.416705415667891E-10  0.220806649534281E-15
 0.408106276657862E-10 -0.198264347666793E-15
-0.399964244933485E-10  0.160172255220565E-15
 0.392069840631489E-10 -0.819518928209920E-16
-0.384417717931050E-10 -0.416190811006450E-17
 0.377178387090610E-10  0.277025676301999E-16
-0.370220764337213E-10 -0.228032277343391E-16
 0.363226410276965E-10  0.192297905959175E-16
-0.356387331701197E-10 -0.476581820426883E-16
 0.350063153174182E-10  0.999368691286017E-16
-0.344122496510625E-10 -0.377453377667469E-16
 0.338233026043339E-10 -0.662504571691188E-16
-0.332355707273553E-10  0.104474779417101E-16
 0.326709355038942E-10  0.102469443851880E-15
-0.321241368560378E-10 -0.135729725840043E-15
 0.315731289623026E-10  0.129535573726158E-15
-0.310296058609120E-10 -0.101109462787017E-15
 0.305170158608659E-10  0.622731000260714E-16
