 0.200000000000000E+00  0.100000000000000E+03  0.500000000000000E-01  0.663165226791123E-11 -0.734005823919128E+00  0.454301801381679E-16
 0.400000000000000E+00  0.100000000000000E+03  0.500000000000000E-01  0.411031521495921E-11 -0.746716292842013E+00  0.276355824667665E-16
 0.600000000000000E+00  0.100000000000000E+03  0.500000000000000E-01 -0.380734511536131E-12 -0.739705356066889E+00  0.333018420874881E-16
 0.800000000000000E+00  0.100000000000000E+03  0.500000000000000E-01  0.816971916599673E-12 -0.740329653992430E+00  0.607398627775897E-17
 0.100000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.105384175217963E-11 -0.744309480878350E+00  0.399794550843590E-17
 0.120000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.130970302083555E-12 -0.745881063782387E+00  0.105861091943913E-17
 0.140000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.835757611194433E-13 -0.746425253586450E+00  0.678566183914316E-16
 0.160000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.349339965904530E-12 -0.746501072474552E+00  0.161710411478328E-15
 0.180000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.416392450570934E-13 -0.746355794892875E+00  0.139088180028151E-15
 0.200000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.141830748253277E-12 -0.746107153712908E+00  0.420620743707102E-16
 0.220000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.886105436441810E-12 -0.745814157193423E+00  0.137408249547860E-16
 0.240000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.646098085555373E-13 -0.745507305701165E+00  0.122178154678913E-15
 0.260000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.101795841210727E-12 -0.745202583268811E+00  0.243515104895931E-16
 0.280000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.651060023736212E-12 -0.744908143590309E+00  0.315319996281345E-17
 0.300000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.363507867469348E-12 -0.744627976944866E+00  0.855703556745678E-17
 0.320000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.602040887917744E-12 -0.744363724659044E+00  0.272350983808832E-16
 0.340000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.600324034841810E-12 -0.744115747545942E+00  0.762800829051539E-16
 0.360000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.359706022248534E-12 -0.743883699189004E+00  0.104654659197158E-15
 0.380000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.502778199716386E-13 -0.743666834881598E+00  0.252023228474448E-15
 0.400000000000000E+01  0.100000000000000E+03  0.500000000000000E-01 -0.504277345544429E-12 -0.743464319171206E+00  0.124008768718623E-15
 0.420000000000000E+01  0.100000000000000E+03  0.500000000000000E-01  0.110969385351153E-11 -0.743275113246158E+00  0.187727731273676E-15
